label,title,link
Netral,Bupati Siak Beri Penegasan pada SPPG Beli Hasil Produksi Kelompok Usaha Lokal,https://www.riau1.com/berita/siak/bupati-siak-beri-penegasan-pada-sppg-beli-hasil-produksi-kelompok-usaha-lokal
Negatif,"72 Siswa Keracunan MBG di Duren Sawit, DPRD DKI Desak Evaluasi Total SPPG",https://voi.id/berita/568368/72-siswa-keracunan-mbg-di-duren-sawit-dprd-dki-desak-evaluasi-total-sppg
Netral,BGN Jatim Tekan Peningkatan Kualitas Menu Makanan dalam Pertemuan Halalbihalal SPPG se-Pamekasan – Beritalima.com,https://beritalima.com/bgn-jatim-tekan-peningkatan-kualitas-menu-makanan-dalam-pertemuan-halalbihalal-sppg-se-pamekasan/
Negatif,"MAHASISWA BERSUARA: Program Makan Bergizi Gratis, Keberlanjuta...",https://bandungbergerak.id/article/detail/1546035995/mahasiswa-bersuara-program-makan-bergizi-gratis-keberlanjutan-fiskal-dan-ambisi-pembangunan
Netral,"BGN Pastikan Hari Pertama Operasional MBG Tahun 2026, Kamis 8 Januari Mendatang  - Sumatera News",https://sumateranews.co.id/bgn-pastikan-hari-pertama-operasional-mbg-tahun-2026-kamis-8-januari-mendatang/
Netral,Bukan untuk Siswa! Ini 3 Kategori Penerima MBG yang Dikirim ke Rumah - WartaBromo,https://www.wartabromo.com/2025/12/22/bukan-untuk-siswa-ini-3-kategori-penerima-mbg-yang-dikirim-ke-rumah/
Positif,Pemerintah Pastikan Transparansi dan Tata Kelola Jaga Kualitas MBG - LAMPUNG MEDIA,https://lampungmediaonline.com/pemerintah-pastikan-transparansi-dan-tata-kelola-jaga-kualitas-mbg/
Netral,Berapa Gaji Karyawan MBG? Yuk Cari Tahu Informasinya di sini - Gaya Hidup - Page 2,https://www.bloombergtechnoz.com/detail-news/90336/berapa-gaji-karyawan-mbg-yuk-cari-tahu-informasinya-di-sini/2
Positif,Luhut Siahaan Dukung Revisi Perpres 83/2024 dan Tata Kelola MBG - RMOLSUMUT.ID,https://www.rmolsumut.id/luhut-siahaan-dukung-revisi-perpres-832024-dan-tata-kelola-mbg
Netral,Pengesahan Perpres MBG Tunggu Masukan Kementerian Kesehatan | tempo.co,https://www.tempo.co/politik/pengesahan-perpres-mbg-tunggu-masukan-kementerian-kesehatan-2078324
Positif,Sekretariat Kabinet Republik Indonesia | Inilah Perpres 83 Tahun 2024 tentang Badan Gizi Nasional - Sekretariat Kabinet Republik Indonesia,https://setkab.go.id/inilah-perpres-83-tahun-2024-tentang-badan-gizi-nasional/
Netral,IMPLEMENTASI PROGRAM MAKAN BERGIZI GRATIS PADA WILAYAH SEMAKU,https://djpb.kemenkeu.go.id/kppn/manna/id/data-publikasi/artikel/3240-implementasi-program-makan-bergizi-gratis-pada-wilayah-semaku.html
Netral,Siapa Saja Penerima MBG? Ini 4 Kelompok Sasaran Sesuai Perpres Nomor 83 Tahun 2024,https://regional.kontan.co.id/news/siapa-saja-penerima-mbg-ini-4-kelompok-sasaran-sesuai-perpres-nomor-83-tahun-2024
Netral,Perpres Program MBG akan Diteken Sepulang Presiden dari Amerika | tempo.co,https://www.tempo.co/politik/perpres-program-mbg-akan-diteken-sepulang-presiden-dari-amerika-2072904
Netral,"Pemerintah Salurkan Makan Bergizi Gratis (MBG), Ini Sasaran Utama Penerimanya - Media Keuangan",https://mediakeuangan.kemenkeu.go.id/article/show/pemerintah-salurkan-makan-bergizi-gratis-mbg-ini-sasaran-utama-penerimanya
Netral,Prabowo Bakal Segera Teken Perpres Tata Kelola Makan Bergizi Gratis | tempo.co,https://www.tempo.co/politik/prabowo-bakal-segera-teken-perpres-tata-kelola-makan-bergizi-gratis-2075279
Netral,UU dan Perpres MBG untuk tata kelola berkelanjutan - ANTARA News,https://www.antaranews.com/berita/5157045/uu-dan-perpres-mbg-untuk-tata-kelola-berkelanjutan?page=all
Netral,Puan: Pemerintah Segera Teken Perpres Tata Kelola Makan Bergizi Gratis | tempo.co,https://www.tempo.co/politik/puan-pemerintah-segera-teken-perpres-tata-kelola-makan-bergizi-gratis-2075553
Netral,Surat Edaran BGN: Guru Penanggung Jawab MBG Dapat Insentif Rp 100 Ribu | tempo.co,https://www.tempo.co/politik/surat-edaran-bgn-guru-penanggung-jawab-mbg-dapat-insentif-rp-100-ribu-2075131
Netral,Presiden terbitkan Perpres pembentukan Badan Gizi Nasional,https://jambi.antaranews.com/berita/585635/presiden-terbitkan-perpres-pembentukan-badan-gizi-nasional
Netral,Sekretariat Kabinet Republik Indonesia | Pemerintah Terbitkan Perpres 82/2024 tentang Kantor Komunikasi Kepresidenan - Sekretariat Kabinet Republik Indonesia,https://setkab.go.id/pemerintah-terbitkan-perpres-82-2024-tentang-kantor-komunikasi-kepresidenan/
Negatif,"Marak Kasus Keracunan, Seperti Apa Tata Kelola MBG? - Olenka",https://olenka.id/marak-kasus-keracunan-seperti-apa-tata-kelola-mbg/all
Netral,Jokowi Keluarkan Perpres tentang Pembentukan Badan Gizi Nasional - TIMES Indonesia,https://jogja.times.co.id/news/berita/b1pekm22bt/Jokowi-Keluarkan-Perpres-tentang-Pembentukan-Badan-Gizi-Nasional
Netral,Kepala Badan yang Baru Dilantik,https://indonesiabaik.id/infografis/kepala-badan-yang-baru-dilantik
Netral,Jokowi Teken Pembentukan Badan Gizi Nasional,https://www.kabarbursa.com/makro/jokowi-teken-pembentukan-badan-gizi-nasional
Netral,Presiden Jokowi terbitkan Perpres pembentukan Badan Gizi Nasional,https://papuatengah.antaranews.com/berita/50215/presiden-jokowi-terbitkan-perpres-pembentukan-badan-gizi-nasional
Netral,Alasan Jokowi Bentuk Badan Gizi Nasional,https://validnews.id/nasional/alasan-jokowi-bentuk-badan-gizi-nasional
Netral,Mengenal Badan Gizi Nasional dan alasan pembentukannya - ANTARA News,https://www.antaranews.com/berita/4274307/mengenal-badan-gizi-nasional-dan-alasan-pembentukannya
Netral,"Badan Gizi Nasional: pengertian, tugas dan fungsinya - ANTARA News",https://www.antaranews.com/berita/4480677/badan-gizi-nasional-pengertian-tugas-dan-fungsinya
Negatif,Perpres Kantor Komunikasi Kepresidenan Digugat ke MA,https://www.metrotvnews.com/read/KYVC4Jdl-perpres-kantor-komunikasi-kepresidenan-digugat-ke-ma
Netral,"Jokowi Bentuk Badan Gizi Nasional, Ini Tugas dan Fungsinya! - PAJAK.COM",https://www.pajak.com/ekonomi/jokowi-bentuk-badan-gizi-nasional-ini-tugas-dan-fungsinya/
Netral,"Jokowi Bikin Badan Gizi Nasional Kelola Anggaran Rp 71 triliun, Buat Apa? | tempo.co",https://www.tempo.co/politik/jokowi-bikin-badan-gizi-nasional-kelola-anggaran-rp-71-triliun-buat-apa--17045
Netral,"Sri Mulyani Sebut Bakal Banyak Lembaga Baru, Ini 8 Badan Bentukan Prabowo | tempo.co",https://www.tempo.co/ekonomi/sri-mulyani-sebut-bakal-banyak-lembaga-baru-ini-8-badan-bentukan-prabowo-1735459
Netral,Urgensi Pembentukan Badan Kesehatan Hewan Nasional,https://www.kompas.id/artikel/urgensi-pembentukan-badan-kesehatan-hewan-nasional
Netral,"Singkatan yang Muncul dalam Program Makan Bergizi Gratis: MBG, BGN, dan SPPG | tempo.co",https://www.tempo.co/politik/singkatan-yang-muncul-dalam-program-makan-bergizi-gratis-mbg-bgn-dan-sppg-1198030
Netral,Pemerintah akan Memulai Program Makan Bergizi Gratis Pada 2 Januari 2025,https://nasional.kontan.co.id/news/pemerintah-akan-memulai-program-makan-bergizi-gratis-pada-2-januari-2025
Netral,Inilah Lembaga yang Akan Urusi Program Makan Gratis | KONTAN News,https://tv.kontan.co.id/video/jkFrexbdgmU
Netral,Tugas dan fungsi Badan Gizi Nasional - ANTARA News,https://www.antaranews.com/berita/4274319/tugas-dan-fungsi-badan-gizi-nasional
Netral,3 Fakta Badan Gizi Dibentuk Jokowi buat Eksekusi Program Makan Gratis Prabowo,https://finance.detik.com/berita-ekonomi-bisnis/d-7496734/3-fakta-badan-gizi-dibentuk-jokowi-buat-eksekusi-program-makan-gratis-prabowo
Netral,Tanggung jawab dan pola kerja Kepala Badan Gizi Nasional - ANTARA News,https://www.antaranews.com/berita/4274343/tanggung-jawab-dan-pola-kerja-kepala-badan-gizi-nasional
Netral,Daftar pejabat Badan Gizi Nasional - ANTARA News,https://www.antaranews.com/berita/4483829/daftar-pejabat-badan-gizi-nasional
Netral,"Badan Gizi Nasional untuk Sementara Berkantor di Kompleks Kementan, Dibantu Kepala Bapanas | tempo.co",https://www.tempo.co/ekonomi/badan-gizi-nasional-untuk-sementara-berkantor-di-kompleks-kementan-dibantu-kepala-bapanas-15485
Netral,Apakah tugas Badan Pangan Nasional dialihkan ke Badan Gizi Nasional? - ANTARA News,https://www.antaranews.com/berita/4274375/apakah-tugas-badan-pangan-nasional-dialihkan-ke-badan-gizi-nasional
Netral,Spesialis Gizi Klinik:  Bayi sampai Usia 2 Tahun Perlu Jadi Fokus Program Makan Bergizi Gratis Prabowo | tempo.co,https://www.tempo.co/ekonomi/spesialis-gizi-klinik-bayi-sampai-usia-2-tahun-perlu-jadi-fokus-program-makan-bergizi-gratis-prabowo-17218
Netral,Badan Gizi Nasional Resmi Jadi Mitra Kerja Komisi IX DPR,https://www.jurnas.com/artikel/161827/Badan-Gizi-Nasional-Resmi-Jadi-Mitra-Kerja-Komisi-IX-DPR/
Negatif,4 Pasal dalam Perpres Kantor Komunikasi Presiden yang Digugat ke MA | tempo.co,https://www.tempo.co/politik/4-pasal-dalam-perpres-kantor-komunikasi-presiden-yang-digugat-ke-ma-1233747
Netral,Mengenal struktur organisasi Badan Gizi Nasional - ANTARA News,https://www.antaranews.com/berita/4274323/mengenal-struktur-organisasi-badan-gizi-nasional
Netral,Presiden Jokowi terbitkan Perpres tentang Badan Gizi Nasional,https://jabar.antaranews.com/berita/535503/presiden-jokowi-terbitkan-perpres-tentang-badan-gizi-nasional
Netral,Sosok Dadan Hindayana yang Dilantik Jokowi Menjadi Kepala Badan Gizi Nasional | tempo.co,https://www.tempo.co/ekonomi/sosok-dadan-hindayana-yang-dilantik-jokowi-menjadi-kepala-badan-gizi-nasional-22119
Negatif,Perpres tentang Kantor Komunikasi Presiden Digugat ke MA | tempo.co,https://www.tempo.co/politik/perpres-tentang-kantor-komunikasi-presiden-digugat-ke-ma-1233678
Netral,Thomas Djiwandono Ungkap Isi Pertemuan Prabowo dan Sri Mulyani: Tak Bahas Makan Siang Gratis | tempo.co,https://www.tempo.co/ekonomi/thomas-djiwandono-ungkap-isi-pertemuan-prabowo-dan-sri-mulyani-tak-bahas-makan-siang-gratis-10649
Netral,"Jokowi Kebut Teken Sejumlah Keppres, Perpres dan PP Sebelum Pensiun, Terbaru Tetapkan Batam dan BSD sebagai KEK | tempo.co",https://www.tempo.co/politik/jokowi-kebut-teken-sejumlah-keppres-perpres-dan-pp-sebelum-pensiun-terbaru-tetapkan-batam-dan-bsd-sebagai-kek-1064968
Netral,"Sejumlah Badan Baru Bentukan Prabowo, Badan Gizi Nasional sampai Badan Intelijen Keuangan | tempo.co",https://www.tempo.co/politik/sejumlah-badan-baru-bentukan-prabowo-badan-gizi-nasional-sampai-badan-intelijen-keuangan-1166122
Netral,"Prabowo Mau Bikin 3 Badan Baru di Pemerintahan Mendatang, Apa Saja? | tempo.co",https://www.tempo.co/ekonomi/prabowo-mau-bikin-3-badan-baru-di-pemerintahan-mendatang-apa-saja--10286
Negatif,Alasan Windu Wijaya Gugat Pepres Kantor Komunikasi Kepresidenan ke MA | tempo.co,https://www.tempo.co/politik/alasan-windu-wijaya-gugat-pepres-kantor-komunikasi-kepresidenan-ke-ma-1233743
Netral,"Kepala BGN Lantik 23 Pejabat Eselon 2, Kerja Cepat untuk Wujudkan Kualitas Gizi Masyarakat - Iconomics",https://www.theiconomics.com/art-of-execution/kepala-bgn-lantik-23-pejabat-eselon-2-kerja-cepat-untuk-wujudkan-kualitas-gizi-masyarakat/
Netral,Juknis Tata Kelola Program MBG Tahun 2026,https://www.ainamulyana.com/2025/01/juknis-program-makan-bergizi-gratis.html
Netral,"MENKO BIDANG PANGAN TEKANKAN IMPLEMENTASI PERPRES NOMOR 115 TAHUN 2025, MAGETAN SIAP TERAPKAN – Magetan Official",https://magetan.go.id/menko-bidang-pangan-tekankan-implementasi-perpres-nomor-115-tahun-2025-magetan-siap-terapkan/
Netral,BGN terbitkan aturan SPPG wajib kelola limbah MBG,https://gorontalo.antaranews.com/berita/395050/bgn-terbitkan-aturan-sppg-wajib-kelola-limbah-mbg
Negatif,"Perpres Nomor 115 Tahun 2025 tentang Program MBG, antara Kebijakan dan Ketimpangan Keadilan Publik – UNIVERSITAS KOMPUTAMA",https://unikma.ac.id/2026/01/16/perpres-nomor-115-tahun-2025-tentang-program-makan-bergizi-gratis-mbg-antara-ambisi-kebijakan-dan-ketimpangan-keadilan-publik/
Netral,"BGN: SPPG Tak Boleh Menolak Produk Petani, Peternak, dan Nel",https://tribratanews.polri.go.id/blog/nasional-3/bgn-sppg-tak-boleh-menolak-produk-petani-peternak-dan-nelayan-kecil-untuk-program-mbg-98295
Netral,BGN menambah sasaran penerima manfaat MBG untuk usia 6-59 bulan - ANTARA News Jawa Timur,https://jatim.antaranews.com/berita/1034794/bgn-menambah-sasaran-penerima-manfaat-mbg-untuk-usia-6-59-bulan
Positif,"Pemerintah: Penerima MBG Capai 61,2 Juta hingga Februari 202",https://tribratanews.polri.go.id/blog/nasional-3/pemerintah-penerima-mbg-capai-612-juta-hingga-februari-2026-99481
Netral,Guru dan Tenaga Kependidikan di Batam Terima MBG Mulai Hari Ini – Metropolis,https://metropolis.batampos.co.id/guru-dan-tenaga-kependidikan-di-batam-terima-mbg-mulai-hari-ini/
Positif,"Mendukbangga: Indonesia Harus Bangga, MBG untuk 3B Jadi Cont",https://tribratanews.polri.go.id/blog/nasional-3/mendukbangga-indonesia-harus-bangga-mbg-untuk-3b-jadi-contoh-dunia-98663
Netral,Penjelasan Resmi Perpres 115/2025 soal Status PPPK Pegawai dan Relawan SPPG | NNC Netralnews,https://www.netralnews.com/penjelasan-resmi-perpres-1152025-soal-status-pppk-pegawai-dan-relawan-sppg/UmxWYzRlZHRHc0hvYXMyQjZzZVJEQT09
Netral,Edy Ingin Pastikan Program MBG Benar-benar Terlaksana Usai Perpres Nomor 115 Tahun 2025,https://www.gesuri.id/pemerintahan/edy-ingin-pastikan-program-mbg-benar-benar-terlaksana-usai-perpres-nomor-115-tahun-2025-b2nzhZbcln
Netral,BGN: Makanan Siap Santap-Paket Sehat Jadi Menu MBG untuk Sas,https://tribratanews.polri.go.id/blog/nasional-3/bgn-makanan-siap-santap-paket-sehat-jadi-menu-mbg-untuk-sasaran-3b-98921
Netral,BGN Ingatkan Guru Harus Dapat Makan Bergizi Gratis,https://validnews.id/nasional/bgn-ingatkan-guru-harus-dapat-makan-bergizi-gratis
Netral,Gaji Pegawai SPPG Jika Diangkat Jadi PPPK Sesuai Perpres 115 Tahun 2025 | NNC Netralnews,https://www.netralnews.com/gaji-pegawai-sppg-jika-diangkat-jadi-pppk-sesuai-perpres-115-tahun-2025/a1hudEpPY0pva0VsUzBqTHY5NlVlUT09
Negatif,Pemerintah diminta pertegas jaminan sosial bagi pekerja MBG - ANTARA News,https://www.antaranews.com/berita/5329735/pemerintah-diminta-pertegas-jaminan-sosial-bagi-pekerja-mbg
Netral,Pengangkatan Pegawai SPPG Jadi PPPK Tertuang dalam Perpres 115 Tahun 2025 | NNC Netralnews,https://www.netralnews.com/pengangkatan-pegawai-sppg-jadi-pppk-tertuang-dalam-perpres-115-tahun-2025/RHpEUk5tNWFpbUl6ZTJXQTFHMFpoZz09
Positif,BGN: Per 12 Februari 2026 sebanyak 21.897 SPPG sudah beroperasi - ANTARA News Jawa Timur,https://jatim.antaranews.com/berita/1034798/bgn-per-12-februari-2026-sebanyak-21897-sppg-sudah-beroperasi
Netral,Syarat Pegawai SPPG Diangkat Jadi PPPK Sesuai Perpres 115 Tahun 2025 | NNC Netralnews,https://www.netralnews.com/syarat-pegawai-sppg-diangkat-jadi-pppk-sesuai-perpres-115-tahun-2025/QjJnYWk2QXB0aW16eU9XQXZIUXVLZz09
Netral,"BGN: SPPG dilarang menolak pasokan UMKM, petani, dan peternak kecil - ANTARA News Kupang, Nusa Tenggara Timur - ANTARA News Nusa Tenggara Timur - Berita Terkini Nusa Tenggara Timur",https://kupang.antaranews.com/berita/179706/bgn-sppg-dilarang-menolak-pasokan-umkm-petani-dan-peternak-kecil
Netral,"Perpres Tata Kelola MBG diteken, bahan baku MBG wajib dari koperasi - ANTARA News",https://www.antaranews.com/video/5285617/perpres-tata-kelola-mbg-diteken-bahan-baku-mbg-wajib-dari-koperasi
Positif,"Pemerintah sebut penerima MBG capai 61,2 juta hingga Februari 2026 - ANTARA News Sumatera Selatan",https://sumsel.antaranews.com/berita/812099/pemerintah-sebut-penerima-mbg-capai-612-juta-hingga-februari-2026?page=all
Netral,BPOM Dorong Penggunaan Bahan Baku Lokal untuk MBG | tempo.co,https://www.tempo.co/ekonomi/bpom-dorong-penggunaan-bahan-baku-lokal-untuk-mbg-2096509
Netral,"Program Makan Bergizi Gratis Diperkuat Perpres, Sasar Anak hingga Tenaga Sekolah - INFODESANEWS",https://www.infodesanews.com/program-makan-bergizi-gratis-diperkuat-perpres-sasar-anak-hingga-tenaga-sekolah/
Netral,"BGN Tegaskan Guru Wajib Terima MBG di 2026, demi Pemenuhan Gizi Optimal",https://mediaindonesia.com/humaniora/847907/bgn-tegaskan-guru-wajib-terima-mbg-di-2026-demi-pemenuhan-gizi-optimal
Netral,"Mulai 2026, MBG Diberikan Pada Bayi 6 Bulan",https://validnews.id/nasional/mulai-mbg-diberikan-pada-bayi-bulan
Netral,Edy Wuryanto Ingatkan Pentingnya Rantai Pasokan Lokal,https://www.gesuri.id/pemerintahan/edy-wuryanto-ingatkan-pentingnya-rantai-pasokan-lokal-b2nyXZbbUn
Netral,"BGN: Semua Guru, Tenaga Kebersihan hingga Staf TU Harus Dapat MBG pada 2026",https://www.liputan6.com/news/read/6252989/bgn-semua-guru-tenaga-kebersihan-hingga-staf-tu-harus-dapat-mbg-pada-2026
Netral,"1 Februari 2026 Pegawai MBG Diangkat PPPK, Ini Dasar Hukumnya & gajinya | NNC Netralnews",https://www.netralnews.com/1-februari-2026-pegawai-mbg-diangkat-pppk-ini-dasar-hukumnya-gajinya/R2g4LzZCT0YrakNiZzFkaG12bytoQT09
Netral,"Kepala Daerah Boleh Masuk Dapur SPPG, Awasi Menu MBG | News+ on RCTI+",https://www.rctiplus.com/news/detail/inews/5333753/kepala-daerah-boleh-masuk-dapur-sppg--awasi-menu-mbg
Netral,"Pegawai SPPG Berpeluang Jadi PPPK, BKD Jawa Barat Beri Penjelasan",https://www.harapanrakyat.com/2026/01/pegawai-sppg-berpeluang-jadi-pppk-bkd-jawa-barat-beri-penjelasan/
Netral,"Kepala SPPG Jadi PPPK: Cuma 32.000 Orang yang Diangkat, Cek Golongan & Gajinya",https://newssetup.kontan.co.id/news/kepala-sppg-jadi-pppk-cuma-32000-orang-yang-diangkat-cek-golongan-gajinya
Netral,"BGN: Guru Wajib Terima Makan Bergizi Gratis, Sesuai Perpres 115/2025 | Indopolitika.com",https://indopolitika.com/bgn-guru-wajib-terima-makan-bergizi-gratis-sesuai-perpres-115-2025/
Negatif,Sonny Danaparamita: Kebijakan Pengangkatan Pegawai SPPG Jadi PPPK Cederai Rasa Keadilan,https://www.gesuri.id/pemerintahan/sonny-danaparamita-kebijakan-pengangkatan-pegawai-sppg-jadi-pppk-cederai-rasa-keadilan-b2pNfZbdcT
Netral,BGN Larang SPPG Pakai Makanan Buatan Pabrik untuk MBG - Sinpo.id,https://sinpo.id/detail/110934/bgn-larang-sppg-pakai-makanan-buatan-pabrik-untuk-mbg
Positif,Wamenkes Sebut 4.535 Dapur MBG Sudah Kantongi Sertifikat Higiene,https://www.liputan6.com/news/read/6253046/wamenkes-sebut-4535-dapur-mbg-sudah-kantongi-sertifikat-higiene
Netral,Rakor penyelenggaraan program MBG di Jawa Timur,https://jatim.antaranews.com/foto/1037202/rakor-penyelenggaraan-program-mbg-di-jawa-timur
Netral,"Pegawai SPPG Berpeluang Diangkat ASN, Ini Dasarnya - Banten Pos",https://banpos.co/artikel/2026/01/14/pegawai-sppg-berpeluang-diangkat-asn-ini-dasarnya/
Negatif,Ketika Ahli Gizi dan Akuntan MBG Lebih Prioritas daripada Guru Honorer - INAnews,https://www.inanews.co.id/2026/01/ketika-ahli-gizi-dan-akuntan-mbg-lebih-prioritas-daripada-guru-honorer/
Negatif,Pegawai SPPG Diangkat PPPK Berpotensi Timbulkan Kecemburuan - SUARANTB.com,https://suarantb.com/2026/01/20/pegawai-sppg-diangkat-pppk-berpotensi-timbulkan-kecemburuan/
